顾客编号,销售月份,销售金额,销售日期
255,201504,336.58956000000006,4
256,201501,292.73302000000007,5
256,201502,15.16,1
256,201503,159.93088,4
257,201501,8.672,1
258,201501,238.67436,3
258,201502,94.3,1
258,201503,38.36108,1
258,201504,82.40936,2
259,201501,120.73400000000001,2
260,201501,25.32608,3
260,201502,91.752,4
260,201503,55.28148,6
260,201504,457.5036799999998,7
261,201501,111.10328,2
261,201502,149.00712000000004,3
261,201503,71.34384,1
261,201504,174.98996000000002,2
262,201501,21.9,1
262,201502,44.9,1
263,201501,18.61372,1
264,201501,190.0456,2
264,201502,30.351920000000003,1
265,201501,255.94448000000003,5
265,201502,237.00776,4
265,201503,92.37448,3
265,201504,247.43978,6
266,201501,183.57567999999998,3
266,201504,186.225,3
267,201501,320.39216000000005,7
267,201502,120.89492000000003,5
267,201503,145.07468,5
267,201504,106.66884000000002,2
268,201501,86.65299999999999,2
268,201503,90.14744,1
269,201501,226.65336,4
269,201503,254.33883999999998,7
269,201504,41.887640000000005,1
270,201501,265.47128000000004,8
270,201502,241.61759999999998,2
270,201503,149.39328000000003,3
270,201504,117.18530000000001,3
271,201501,84.834,3
271,201502,109.76683999999999,1
271,201503,130.12752,2
271,201504,6.9,1
272,201501,89.1,1
273,201501,75.7,1
273,201502,73.30000000000001,1
274,201501,386.39939999999996,6
274,201503,162.40088,2
274,201504,255.71280000000004,3
275,201501,16.247,1
276,201501,35.62464,2
277,201501,122.76329999999999,2
277,201502,572.3,1
278,201501,205.61720000000003,2
278,201503,25.511200000000002,1
278,201504,74.6,1
279,201501,20.61732,1
279,201502,21.763479999999998,1
279,201504,62.851839999999996,3
280,201501,135.36654,11
280,201502,48.47720000000001,3
281,201501,79.32663999999998,7
281,201502,11.602,1
281,201503,32.93356,3
281,201504,88.5902,7
282,201501,23.2,1
283,201501,65.1,1
284,201501,71.40360000000001,4
284,201502,53.77374,4
284,201503,267.6298999999999,15
284,201504,134.03127999999998,6
285,201501,12.59008,1
286,201501,375.0088,4
286,201502,324.00075999999996,3
286,201503,140.67906,3
286,201504,227.26980000000006,5
287,201501,82.96912,3
287,201502,96.28736,1
287,201503,114.92,3
287,201504,30.29026,1
288,201501,4.5,1
288,201504,21.09672,1
289,201501,4.160920000000001,2
289,201504,36.0,1
290,201501,80.0,1
291,201501,81.9856,1
292,201501,18.340359999999997,1
292,201504,2.54408,1
293,201501,45.13188000000001,1
294,201501,319.99800000000005,2
294,201503,76.30000000000001,2
294,201504,135.21192,2
295,201501,25.1982,1
296,201501,81.962,1
297,201501,140.9,1
297,201503,689.7999999999998,2
297,201504,195.6318,1
298,201501,25.3,1
298,201502,304.7576,1
298,201503,22.3412,1
298,201504,6.1,1
299,201501,160.12959999999998,2
300,201501,144.91954000000004,3
300,201502,169.03848,4
300,201503,106.78880000000001,4
300,201504,70.00312,3
301,201501,112.39200000000001,4
301,201502,113.4,1
302,201501,50.6,2
303,201501,63.10076,2
303,201502,158.18952000000002,2
303,201503,48.904399999999995,1
303,201504,278.75144,6
304,201501,551.4490000000001,10
304,201502,173.52895999999996,5
304,201503,235.68815999999998,7
304,201504,577.16644,13
305,201501,42.6,2
306,201501,105.93297999999999,4
306,201502,31.708000000000002,1
306,201503,161.57023999999998,2
306,201504,80.6136,1
307,201501,35.46512,1
307,201504,5.0855999999999995,1
308,201501,324.16116,5
308,201502,18.0,1
308,201503,44.46172,1
308,201504,30.6,1
309,201501,158.21804,5
309,201502,185.64216000000005,4
309,201503,195.58332000000001,4
309,201504,89.90806,3
310,201501,105.66196000000002,1
310,201503,22.3,1
310,201504,72.63328,2
311,201501,184.51180000000002,2
311,201503,67.393,2
311,201504,54.90604,1
312,201501,233.5,1
313,201501,29.900000000000002,1
313,201502,123.98848000000001,3
313,201503,93.00679999999998,3
314,201501,80.12012000000001,3
315,201501,57.8754,3
316,201501,678.69742,2
316,201502,101.31428,4
316,201503,104.55799999999999,4
316,201504,60.0,1
317,201501,57.39088,2
317,201502,249.62678,3
317,201503,40.940920000000006,1
318,201501,154.05056000000002,5
318,201502,465.3384,6
318,201503,270.40343999999993,8
318,201504,86.9,2
319,201501,7.04704,1
320,201501,18.4,1
320,201502,41.95944,1
321,201501,70.54792,2
321,201503,107.54983999999999,2
322,201501,14.761120000000002,1
323,201501,47.3,1
324,201501,8.5,1
325,201501,85.89224000000002,2
325,201504,85.3104,1
326,201501,370.5999999999999,7
326,201502,166.6,3
326,201503,62.74588,1
326,201504,162.21680000000003,5
327,201501,101.13542000000001,3
327,201503,86.64814000000001,3
327,201504,33.68512,1
328,201501,75.92752,2
328,201502,26.00448,1
329,201501,155.0,2
329,201503,141.78702,1
329,201504,16.705959999999997,2
330,201501,38.72048,1
330,201503,70.66336,2
330,201504,67.73039999999999,1
331,201501,65.68480000000001,4
331,201503,4.7918,1
331,201504,147.3504,4
332,201501,182.10440000000003,3
333,201501,167.00356,4
334,201501,112.9,3
335,201501,33.56,1
336,201501,45.8,1
336,201502,74.23764,3
336,201504,27.94384,1
337,201501,59.1408,2
337,201502,221.34984,7
337,201503,61.04692,2
337,201504,163.16944,3
338,201501,72.7,2
339,201501,88.87186,7
339,201502,77.4208,6
339,201503,96.81958000000002,8
339,201504,65.92268,8
340,201501,105.0,1
341,201501,14.8,1
341,201503,144.9792,4
342,201501,25.56324,1
342,201502,13.2076,1
343,201501,38.0,1
343,201504,48.47264,2
344,201501,217.42243999999997,3
344,201502,34.797399999999996,1
344,201503,207.65184000000005,3
344,201504,129.57840000000002,2
345,201501,113.93756000000002,2
346,201501,370.47919999999993,3
346,201503,28.37408,1
347,201501,61.38424,2
347,201502,140.88696,1
347,201503,49.392799999999994,1
347,201504,257.50160000000005,1
348,201501,83.09136,3
348,201502,128.01048,4
348,201503,316.8434,6
348,201504,614.2156799999998,11
349,201501,74.86146,3
350,201501,57.4,1
350,201503,47.1312,1
350,201504,35.099999999999994,2
351,201501,91.6,2
352,201501,238.89646,6
352,201502,77.69999999999999,2
352,201503,12.92568,1
352,201504,226.9264,5
353,201501,173.7452,4
353,201502,154.73200000000003,5
353,201503,117.19926000000004,4
353,201504,55.5804,2
354,201501,274.34632,3
354,201502,72.84592,1
354,201503,83.8504,1
354,201504,127.9686,2
355,201501,230.78125999999997,3
355,201502,210.66647999999998,2
356,201501,56.4308,1
357,201501,150.5552,2
357,201503,59.24,1
358,201501,45.80947999999999,1
359,201501,30.216,1
360,201501,29.556440000000002,1
361,201501,97.3,1
361,201502,67.5,1
362,201501,189.00000000000003,1
363,201501,30.3,1
364,201501,17.32992,1
365,201501,211.72180000000003,3
365,201502,37.70464,1
365,201503,103.67904000000001,1
365,201504,160.8,1
366,201501,3.25182,1
367,201501,146.92510000000001,2
367,201504,33.07176,1
368,201501,93.4,3
368,201502,52.9636,1
368,201503,47.099999999999994,1
368,201504,35.959999999999994,1
369,201501,34.28538,1
369,201502,112.5,2
370,201501,60.0792,1
371,201501,46.61992,2
371,201502,27.16576,1
371,201503,70.55388,1
371,201504,202.92664000000002,4
372,201501,576.0194400000001,6
372,201502,369.81307999999996,7
372,201503,361.98636,10
372,201504,466.70411999999993,9
373,201501,162.17120000000003,3
373,201502,5.152,1
373,201503,108.7,3
373,201504,15.9,1
374,201501,272.51292000000007,2
374,201503,61.62366,1
375,201501,149.8888,3
375,201502,75.8188,1
375,201504,65.1256,2
376,201501,39.0204,1
376,201503,24.017279999999996,1
377,201501,340.13775999999996,4
377,201502,498.3143999999999,3
378,201501,162.5,3
378,201502,196.0,1
378,201504,41.900000000000006,1
379,201501,31.400039999999997,1
380,201501,32.1588,1
380,201502,298.3132800000001,3
380,201504,108.5,1
381,201501,137.11993999999999,3
381,201502,87.83991999999999,2
381,201503,32.7616,1
381,201504,267.52084,4
382,201501,185.49936000000002,2
382,201502,71.66864000000001,1
382,201504,177.3,1
383,201501,49.068380000000005,3
383,201502,89.613,5
383,201503,104.26552,2
383,201504,92.69999999999999,2
384,201501,32.5,1
385,201501,83.48484,3
385,201502,39.48106,2
385,201503,27.7312,1
385,201504,126.27848000000002,5
386,201501,70.61591999999999,4
386,201502,77.3,1
387,201501,94.37988,2
387,201503,135.28160000000003,1
388,201501,169.10000000000002,3
388,201502,49.8,1
388,201504,61.38,1
389,201501,80.64583999999999,3
389,201502,117.15424,2
389,201504,161.0818,3
390,201501,33.72408,1
390,201502,24.200000000000003,1
391,201501,56.07454,1
392,201501,52.1,1
393,201501,54.7252,1
394,201501,153.0,2
395,201501,278.12935999999996,3
395,201502,420.78547999999995,3
395,201503,629.60456,6
395,201504,675.56346,5
396,201501,140.07981999999998,9
396,201502,33.78038,3
396,201503,262.62868000000003,3
396,201504,146.88263999999998,3
397,201501,127.26375999999998,4
397,201502,74.207,4
397,201503,137.956,3
397,201504,52.142120000000006,4
398,201501,79.66162,3
398,201502,42.70764,2
398,201503,134.88874,7
398,201504,340.4617599999999,11
399,201501,185.64896,1
400,201501,148.88368000000003,7
400,201502,268.7665,6
400,201503,278.47082,7
400,201504,245.34090000000006,7
401,201501,61.618320000000004,1
402,201501,57.33672000000001,2
402,201502,113.97119999999998,1
402,201503,205.96012000000002,3
402,201504,57.29999999999999,2
403,201501,210.58916000000002,2
403,201503,153.85,2
404,201501,114.54884,2
404,201502,229.84299999999996,4
404,201503,38.58,1
404,201504,256.6284,3
405,201501,97.07368,6
405,201503,128.65704,4
405,201504,123.33760000000002,5
406,201501,39.686400000000006,1
407,201501,48.042759999999994,1
408,201501,85.76928000000001,2
408,201503,108.52828000000001,2
408,201504,121.80004000000002,4
409,201501,41.67458,1
409,201502,27.6426,2
409,201504,91.28492000000001,3
410,201501,21.305320000000002,1
411,201501,61.2154,4
411,201502,78.44879999999999,4
411,201503,45.06,5
411,201504,96.12664000000001,6
412,201501,85.24996000000002,4
412,201502,257.33415999999994,3
412,201503,46.71092,2
412,201504,25.3,1
413,201501,42.0,1
414,201501,20.8,1
415,201501,231.37328000000002,5
415,201502,54.92,2
415,201503,90.60776,5
415,201504,58.07368,1
416,201501,200.67296,1
417,201501,217.70972000000003,2
418,201501,11.9,1
418,201504,6.789680000000001,1
419,201501,27.895000000000003,1
419,201503,39.09774,2
420,201501,22.7876,1
421,201501,187.74396,3
421,201502,42.2264,2
421,201503,17.77352,1
421,201504,170.25152,2
422,201501,2.8895999999999997,1
423,201501,195.29999999999998,3
423,201504,83.1376,2
424,201501,226.78600000000003,4
425,201501,123.36188,3
425,201502,132.16604,2
426,201501,44.484880000000004,1
427,201501,46.331199999999995,1
428,201501,26.7,1
429,201501,144.6864,3
430,201501,41.800000000000004,1
431,201501,106.42412,3
431,201502,89.43176,2
431,201503,55.84796,2
431,201504,63.34272,3
432,201501,137.2288,1
433,201501,203.69264000000004,5
433,201503,39.5,1
434,201501,85.73708,5
434,201502,63.599999999999994,1
434,201503,38.00136,4
434,201504,35.3,3
435,201501,76.89540000000001,2
435,201502,34.1,1
435,201503,21.097839999999998,1
436,201501,136.89824,3
437,201501,177.69612,4
437,201503,18.81096,2
437,201504,82.07759999999999,2
438,201501,234.2864,5
438,201502,970.3999999999999,3
439,201501,40.9,1
439,201502,266.57079999999996,4
439,201503,64.1868,2
439,201504,110.49772,4
440,201501,74.5614,2
440,201502,144.45936,3
440,201503,100.6144,1
440,201504,31.86,1
441,201501,321.22612,7
441,201503,136.99148000000002,2
441,201504,77.41511999999999,2
442,201501,70.93444,2
442,201502,23.699999999999996,1
442,201503,66.5,1
442,201504,17.7,1
443,201501,8.58716,1
443,201502,239.0,2
443,201503,60.465559999999996,2
443,201504,110.21924,4
444,201501,18.2,1
444,201502,136.19468,5
444,201503,87.24407999999998,3
444,201504,58.091680000000004,2
445,201501,36.011,2
445,201503,15.555599999999998,1
446,201501,37.2,1
